veh_ind,time,des_dist,pred_dist,dist_err,ego_speed,pred_speed,speed_err,opt_input
1,0.0,1.0,0.5069999999999999,0.4930000000000001,0.0,0.0,0.0,-0.08176854314179342
1,0.07792925834655762,1.0,0.5069999999999999,0.4930000000000001,0.0,0.0,0.0,-0.10000000001782326
1,0.17381882667541504,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000000801625
2,0.21202921867370605,1.0,0.484,0.516,0.0,0.0,0.0,-0.09999999998790787
1,0.28559112548828125,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000000822053
2,0.3001682758331299,1.0,0.484,0.516,0.0,0.0,0.0,-0.10000000000102285
1,0.3840372562408447,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000000884333
2,0.40544581413269043,1.0,0.512,0.488,0.0,0.0,0.0,-0.10000000000350548
1,0.4748256206512451,1.0,0.601,0.399,0.0,0.0,0.0,-0.10000000001128206
2,0.5098860263824463,1.0,0.512,0.488,0.0,0.0,0.0,-0.10000000001257794
1,0.575340986251831,1.0,0.601,0.399,0.0,0.0,0.0,-0.1000000000087845
0,0.6667232513427734,0.0,0.0,0.0,0.0,0.0,0.0,3.041820520577332e-06
1,0.6765532493591309,1.0,1.022,-0.02200000000000002,0.0,0.0,0.0,0.001432794162667471
2,0.5978221893310547,1.0,0.44599999999999995,0.554,0.0,0.0,0.0,-0.10000000000618095
2,0.6953072547912598,1.0,0.44599999999999995,0.554,0.0,0.0,0.0,-0.1000000000047125
0,0.7666928768157959,0.0,0.0,0.0,0.0,0.0,0.0,4.600715703739766e-06
1,0.777122974395752,1.0,0.5589999999999999,0.44100000000000006,0.0,0.0,0.0,-0.06650809592262247
2,0.8194596767425537,1.0,0.44599999999999995,0.554,0.0,0.0,0.0,-0.10000000000644602
0,0.8667776584625244,0.0,0.0,0.0,0.0,0.0,0.0,6.205618043875205e-06
1,0.8805243968963623,1.0,0.5589999999999999,0.44100000000000006,0.0,0.0,0.0,-0.09999999999069199
2,0.9003944396972656,1.0,0.44599999999999995,0.554,0.0,0.0,0.0,-0.10000000000468183
0,0.9666659832000732,0.0,0.0,0.0,0.0,0.0,0.0,7.872576564649236e-06
1,0.9742176532745361,1.0,0.5589999999999999,0.44100000000000006,0.0,0.0,0.0,-0.09999999998849352
2,0.9930214881896973,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.09999999998957006
3,1.0169901847839355,1.0,0.42299999999999993,0.5770000000000001,0.0,0.0,0.0,-0.09999999999988395
0,1.066685676574707,0.0,0.0,0.0,0.0,0.0,0.0,9.618260850885463e-06
1,1.075779914855957,1.0,0.5679999999999998,0.43200000000000016,0.0,0.0,0.0,-0.1000000000006206
2,1.0987117290496826,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.10000000003340731
3,1.1224825382232666,1.0,0.42299999999999993,0.5770000000000001,0.0,0.0,0.0,-0.10000000000704362
0,1.1668531894683838,0.0,0.0,0.0,0.0,0.0,0.0,1.196457559338171e-05
1,1.1766738891601562,1.0,0.5679999999999998,0.43200000000000016,0.0,0.0,0.0,-0.09999999999972993
2,1.1992361545562744,1.0,0.5169999999999999,0.4830000000000001,0.0,0.0,0.0,-0.10000000000152492
3,1.21126389503479,1.0,0.246,0.754,0.0,0.0,0.0,-0.10000000004830369
0,1.2669737339019775,0.0,0.0,0.0,0.0,0.0,0.0,1.2412744701428835e-05
1,1.2858784198760986,1.0,0.5959999999999999,0.40400000000000014,0.0,0.0,0.0,-0.10000000001157358
2,1.3079886436462402,1.0,0.5169999999999999,0.4830000000000001,0.0,0.0,0.0,-0.10000000000680148
3,1.3239471912384033,1.0,0.246,0.754,0.0,0.0,0.0,-0.1000000000183763
0,1.3669276237487793,0.0,0.0,0.0,0.0,0.0,0.0,1.2985041256685648e-05
1,1.3814811706542969,1.0,0.5959999999999999,0.40400000000000014,0.0,0.0,0.0,-0.10000000000640663
0,1.46677827835083,0.0,0.0,0.0,0.0,0.0,0.0,1.3687188224587032e-05
1,1.4793274402618408,1.0,0.5349999999999999,0.4650000000000001,0.0,0.0,0.0,-0.10000000000668165
0,1.5669019222259521,0.0,0.0,0.0,0.0,0.0,0.0,1.4526207074538888e-05
1,1.5806071758270264,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.10000000000598135
0,1.6669716835021973,0.0,0.0,0.0,0.0,0.0,0.0,1.5510487995307187e-05
2,1.4091215133666992,1.0,0.5169999999999999,0.4830000000000001,0.0,0.0,0.0,-0.10000000000169389
1,1.681370735168457,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1000000000075892
0,1.7668485641479492,0.0,0.0,0.0,0.0,0.0,0.0,1.6649873796126258e-05
1,1.780651330947876,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000001761496
2,1.6586885452270508,1.0,1.045,-0.04499999999999993,0.0,0.0,0.0,-0.09224565565773392
2,1.7180774211883545,1.0,1.045,-0.04499999999999993,0.0,0.0,0.0,-0.09312058727856395
2,1.8227403163909912,1.0,0.512,0.488,0.0,0.0,0.0,-0.09999999999451982
0,1.866809606552124,0.0,0.0,0.0,0.0,0.0,0.0,1.7955758334631255e-05
3,1.8327288627624512,1.0,0.251,0.749,0.0,0.0,0.0,-0.10000000002509384
1,1.8793292045593262,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000004535749
2,1.8978855609893799,1.0,0.512,0.488,0.0,0.0,0.0,-0.10000000000700171
3,1.9136850833892822,1.0,0.251,0.749,0.0,0.0,0.0,-0.10000000000817133
0,1.966806173324585,0.0,0.0,0.0,0.0,0.0,0.0,1.9441200456826735e-05
1,1.9761300086975098,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000005889562
2,1.9995901584625244,1.0,0.46499999999999986,0.5350000000000001,0.0,0.0,0.0,-0.10000000001757196
3,2.01829195022583,1.0,0.2649999999999999,0.7350000000000001,0.0,0.0,0.0,-0.10000000000726092
0,2.066757917404175,0.0,0.0,0.0,0.0,0.0,0.0,2.1121054583295162e-05
1,2.081766128540039,1.0,0.591,0.40900000000000003,0.0,0.0,0.0,-0.10000000005798729
2,2.0995051860809326,1.0,0.46499999999999986,0.5350000000000001,0.0,0.0,0.0,-0.10000000001300736
3,2.1138787269592285,1.0,0.2649999999999999,0.7350000000000001,0.0,0.0,0.0,-0.1000000000603585
0,2.166820526123047,0.0,0.0,0.0,0.0,0.0,0.0,2.3012119255705343e-05
1,2.1858365535736084,1.0,0.591,0.40900000000000003,0.0,0.0,0.0,-0.10000000005243012
2,2.2045536041259766,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.10000000001517242
3,2.216046094894409,1.0,0.3899999999999999,0.6100000000000001,0.0,0.0,0.0,-0.10000000002390842
0,2.266876220703125,0.0,0.0,0.0,0.0,0.0,0.0,2.513330512088352e-05
1,2.283761501312256,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.10000000007204915
2,2.308746814727783,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.10000000001859136
3,2.3164048194885254,1.0,0.3899999999999999,0.6100000000000001,0.0,0.0,0.0,-0.10000000005636984
0,2.3668718338012695,0.0,0.0,0.0,0.0,0.0,0.0,2.7505824036877513e-05
1,2.3787288665771484,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1000000000295198
2,2.410163640975952,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.10000000002249777
0,2.4667646884918213,0.0,0.0,0.0,0.0,0.0,0.0,3.0153401193500073e-05
1,2.479555368423462,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.10000000002437737
2,2.539919853210449,1.0,0.45099999999999985,0.5490000000000002,0.0,0.0,0.0,-0.10000000001276242
3,2.420358657836914,1.0,0.241,0.759,0.0,0.0,0.0,-0.10000000004944137
0,2.566819667816162,0.0,0.0,0.0,0.0,0.0,0.0,3.3102512362104264e-05
3,2.5501551628112793,1.0,0.241,0.759,0.0,0.0,0.0,-0.10000000008019688
1,2.5776963233947754,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.10000000001090785
2,2.595776319503784,1.0,0.45099999999999985,0.5490000000000002,0.0,0.0,0.0,-0.10000000003144359
3,2.610698699951172,1.0,0.237,0.763,0.0,0.0,0.0,-0.10000000005247843
0,2.666985511779785,0.0,0.0,0.0,0.0,0.0,0.0,3.63826486542429e-05
1,2.6824207305908203,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.10000000000638426
2,2.69840145111084,1.0,0.45099999999999985,0.5490000000000002,0.0,0.0,0.0,-0.10000000000938235
3,2.7086472511291504,1.0,0.237,0.763,0.0,0.0,0.0,-0.10000000016837764
0,2.7668960094451904,0.0,0.0,0.0,0.0,0.0,0.0,4.0026611432875114e-05
1,2.784041404724121,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.10000000002342131
2,2.808558702468872,1.0,0.4929999999999999,0.5070000000000001,0.0,0.0,0.0,-0.10000000001489655
3,2.8170125484466553,1.0,0.2929999999999999,0.7070000000000001,0.0,0.0,0.0,-0.1000000001619403
0,2.8667538166046143,0.0,0.0,0.0,0.0,0.0,0.0,4.4070840325760585e-05
1,2.879774332046509,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.10000000001120718
2,2.900418996810913,1.0,0.4929999999999999,0.5070000000000001,0.0,0.0,0.0,-0.09999999998851951
0,2.966731548309326,0.0,0.0,0.0,0.0,0.0,0.0,4.855577762219454e-05
1,2.980649948120117,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.10000000001093612
3,2.906750440597534,1.0,0.2689999999999999,0.7310000000000001,0.0,0.0,0.0,-0.10000000007366364
2,3.033750295639038,1.0,0.474,0.526,0.0,0.0,0.0,-0.09999999996822882
3,3.0470497608184814,1.0,0.2689999999999999,0.7310000000000001,0.0,0.0,0.0,-0.10000000007521061
0,3.0669102668762207,0.0,0.0,0.0,0.0,0.0,0.0,5.3526272694615074e-05
1,3.0831074714660645,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.10000000004907347
2,3.096872568130493,1.0,0.474,0.526,0.0,0.0,0.0,-0.09999999994768494
3,3.10603666305542,1.0,0.2689999999999999,0.7310000000000001,0.0,0.0,0.0,-0.1000000000199233
0,3.16695499420166,0.0,0.0,0.0,0.0,0.0,0.0,5.9032030494066134e-05
1,3.1822519302368164,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.10000000002898067
2,3.2040388584136963,1.0,0.512,0.488,0.0,0.0,0.0,-0.09999999998107328
3,3.2147128582000732,1.0,0.31599999999999995,0.684,0.0,0.0,0.0,-0.10000000000336937
0,3.266744375228882,0.0,0.0,0.0,0.0,0.0,0.0,6.563255644609356e-05
1,3.2764713764190674,1.0,0.577,0.42300000000000004,0.0,0.0,0.0,-0.10000000005430217
2,3.298279285430908,1.0,0.512,0.488,0.0,0.0,0.0,-0.1000000000036355
3,3.3057496547698975,1.0,0.31599999999999995,0.684,0.0,0.0,0.0,-0.10000000016412017
0,3.3666799068450928,0.0,0.0,0.0,0.0,0.0,0.0,7.08716165722656e-05
1,3.374821424484253,1.0,0.577,0.42300000000000004,0.0,0.0,0.0,-0.10000000002253814
2,3.3961410522460938,1.0,0.5349999999999999,0.4650000000000001,0.0,0.0,0.0,-0.1000000000021759
3,3.4065589904785156,1.0,0.23199999999999998,0.768,0.0,0.0,0.0,-0.10000000013554715
0,3.466886281967163,0.0,0.0,0.0,0.0,0.0,0.0,7.4801601474217e-05
1,3.4805729389190674,1.0,0.55,0.44999999999999996,0.0,0.0,0.0,-0.10000000001101139
2,3.4946863651275635,1.0,0.5349999999999999,0.4650000000000001,0.0,0.0,0.0,-0.10000000001841727
3,3.503324270248413,1.0,0.23199999999999998,0.768,0.0,0.0,0.0,-0.10000000006978396
0,3.566692590713501,0.0,0.0,0.0,0.0,0.0,0.0,7.746181100065641e-05
1,3.5745198726654053,1.0,0.55,0.44999999999999996,0.0,0.0,0.0,-0.10000000000662809
2,3.5939137935638428,1.0,0.498,0.502,0.0,0.0,0.0,-0.0999999999970002
