veh_ind,time,des_dist,pred_dist,dist_err,ego_speed,pred_speed,speed_err,opt_input
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.513330512088352e-05
1,0.059874773025512695,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.1
0,0.10003161430358887,0.0,0.0,0.0,0.0,0.0,0.0,2.7505824036877513e-05
0,0.20003437995910645,0.0,0.0,0.0,0.0,0.0,0.0,3.0153401193500073e-05
1,0.26056385040283203,1.0,0.6099999999999999,0.3900000000000001,0.0,0.0,0.0,-0.1
0,0.300051212310791,0.0,0.0,0.0,0.0,0.0,0.0,3.3102512362104264e-05
2,0.16690349578857422,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.1
3,0.37133121490478516,1.0,0.33799999999999997,0.662,0.0,0.0,0.0,-0.1
0,0.4000818729400635,0.0,0.0,0.0,0.0,0.0,0.0,3.63826486542429e-05
1,0.45986223220825195,1.0,0.619,0.381,0.0,0.0,0.0,-0.1
0,0.5001099109649658,0.0,0.0,0.0,0.0,0.0,0.0,4.0026611432875114e-05
3,0.5703632831573486,1.0,0.3809999999999999,0.6190000000000001,0.0,0.0,0.0,-0.1
0,0.6001193523406982,0.0,0.0,0.0,0.0,0.0,0.0,4.4070840325760585e-05
1,0.6603233814239502,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.1
0,0.7000408172607422,0.0,0.0,0.0,0.0,0.0,0.0,4.855577762219454e-05
3,0.7708408832550049,1.0,0.34299999999999997,0.657,0.0,0.0,0.0,-0.1
2,0.3668992519378662,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.1
1,0.8600811958312988,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1
0,0.800020694732666,0.0,0.0,0.0,0.0,0.0,0.0,5.3526272694615074e-05
0,0.9000566005706787,0.0,0.0,0.0,0.0,0.0,0.0,5.9032030494066134e-05
2,0.9670810699462891,1.0,0.474,0.526,0.0,0.0,0.0,-0.1
0,1.1000926494598389,0.0,0.0,0.0,0.0,0.0,0.0,7.08716165722656e-05
1,1.0601997375488281,1.0,0.629,0.371,0.0,0.0,0.0,-0.1
0,1.2002508640289307,0.0,0.0,0.0,0.0,0.0,0.0,7.4801601474217e-05
1,1.2606890201568604,1.0,0.629,0.371,0.0,0.0,0.0,-0.1
0,1.3000173568725586,0.0,0.0,0.0,0.0,0.0,0.0,7.746181100065641e-05
3,1.1715641021728516,1.0,0.348,0.652,0.0,0.0,0.0,-0.1
2,1.166978359222412,1.0,0.46499999999999986,0.5350000000000001,0.0,0.0,0.0,-0.1
3,1.372182846069336,1.0,0.357,0.643,0.0,0.0,0.0,-0.1
0,1.4000604152679443,0.0,0.0,0.0,0.0,0.0,0.0,7.887884724722127e-05
2,1.3674077987670898,1.0,0.5029999999999999,0.4970000000000001,0.0,0.0,0.0,-0.1
1,1.4599003791809082,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.1
0,1.500265121459961,0.0,0.0,0.0,0.0,0.0,0.0,8.865138967895092e-05
3,1.5708377361297607,1.0,0.353,0.647,0.0,0.0,0.0,-0.1
2,1.5670793056488037,1.0,0.4889999999999999,0.5110000000000001,0.0,0.0,0.0,-0.1
0,1.600191593170166,0.0,0.0,0.0,0.0,0.0,0.0,9.931044600719474e-05
1,1.6605257987976074,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1
0,1.7001724243164062,0.0,0.0,0.0,0.0,0.0,0.0,0.00011096260679588354
2,1.7669568061828613,1.0,0.4139999999999999,0.5860000000000001,0.0,0.0,0.0,-0.1
3,1.7724034786224365,1.0,0.357,0.643,0.0,0.0,0.0,-0.1
0,1.800020694732666,0.0,0.0,0.0,0.0,0.0,0.0,0.00012372439365249122
1,1.8601305484771729,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1
0,1.9003453254699707,0.0,0.0,0.0,0.0,0.0,0.0,0.00013772342444573482
2,1.9670920372009277,1.0,0.45999999999999996,0.54,0.0,0.0,0.0,-0.1
3,1.9710967540740967,1.0,0.34299999999999997,0.657,0.0,0.0,0.0,-0.1
0,2.000277042388916,0.0,0.0,0.0,0.0,0.0,0.0,0.0001530996894834047
1,2.0601205825805664,1.0,0.6379999999999999,0.3620000000000001,0.0,0.0,0.0,-0.1
0,2.1001524925231934,0.0,0.0,0.0,0.0,0.0,0.0,0.0001700069514156688
2,2.1675777435302734,1.0,0.474,0.526,0.0,0.0,0.0,-0.1
3,2.1709845066070557,1.0,0.348,0.652,0.0,0.0,0.0,-0.1
0,2.200302839279175,0.0,0.0,0.0,0.0,0.0,0.0,0.00018861428286198745
1,2.259856939315796,1.0,0.5449999999999999,0.45500000000000007,0.0,0.0,0.0,-0.1
0,2.3002212047576904,0.0,0.0,0.0,0.0,0.0,0.0,0.00020910775713733898
2,2.3668100833892822,1.0,0.5309999999999999,0.4690000000000001,0.0,0.0,0.0,-0.1
3,2.3712892532348633,1.0,0.371,0.629,0.0,0.0,0.0,-0.1
0,2.40019154548645,0.0,0.0,0.0,0.0,0.0,0.0,0.00023169230898378856
1,2.4604063034057617,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.1
0,2.5001399517059326,0.0,0.0,0.0,0.0,0.0,0.0,0.00025659378392051124
2,2.5669124126434326,1.0,0.484,0.516,0.0,0.0,0.0,-0.1
3,2.5718281269073486,1.0,0.348,0.652,0.0,0.0,0.0,-0.1
0,2.6001508235931396,0.0,0.0,0.0,0.0,0.0,0.0,0.0002840611966958839
1,2.6600964069366455,1.0,0.5349999999999999,0.4650000000000001,0.0,0.0,0.0,-0.1
0,2.7002556324005127,0.0,0.0,0.0,0.0,0.0,0.0,0.00031436922143823764
3,2.7704992294311523,1.0,0.357,0.643,0.0,0.0,0.0,-0.1
2,2.7671890258789062,1.0,0.47899999999999987,0.5210000000000001,0.0,0.0,0.0,-0.1
0,2.8001294136047363,0.0,0.0,0.0,0.0,0.0,0.0,0.00034782093839558215
1,2.860102891921997,1.0,0.685,0.31499999999999995,0.0,0.0,0.0,-0.1
0,2.9001686573028564,0.0,0.0,0.0,0.0,0.0,0.0,0.0003847508647361053
2,2.967194080352783,1.0,0.47899999999999987,0.5210000000000001,0.0,0.0,0.0,-0.1
3,2.9708569049835205,1.0,0.33399999999999996,0.666,0.0,0.0,0.0,-0.1
0,3.000058889389038,0.0,0.0,0.0,0.0,0.0,0.0,0.00042552829972475337
1,3.060572862625122,1.0,0.5069999999999999,0.4930000000000001,0.0,0.0,0.0,-0.1
0,3.100172281265259,0.0,0.0,0.0,0.0,0.0,0.0,0.0004705610177100361
2,3.1669530868530273,1.0,0.47899999999999987,0.5210000000000001,0.0,0.0,0.0,-0.1
3,3.1720802783966064,1.0,0.33799999999999997,0.662,0.0,0.0,0.0,-0.1
0,3.2002227306365967,0.0,0.0,0.0,0.0,0.0,0.0,0.0005202993458728322
1,3.2602150440216064,1.0,0.6099999999999999,0.3900000000000001,0.0,0.0,0.0,-0.1
0,3.30010986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752406674939259
2,3.366905450820923,1.0,0.5309999999999999,0.4690000000000001,0.0,0.0,0.0,-0.1
3,3.3706114292144775,1.0,0.357,0.643,0.0,0.0,0.0,-0.1
0,3.400164842605591,0.0,0.0,0.0,0.0,0.0,0.0,0.0006359343957900165
1,3.4599509239196777,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.1
0,3.500239372253418,0.0,0.0,0.0,0.0,0.0,0.0,0.0007029874680442028
2,3.566859245300293,1.0,0.5029999999999999,0.4970000000000001,0.0,0.0,0.0,-0.1
3,3.571845054626465,1.0,0.3809999999999999,0.6190000000000001,0.0,0.0,0.0,-0.1
0,3.6001460552215576,0.0,0.0,0.0,0.0,0.0,0.0,0.0007770704149789864
1,3.6599395275115967,1.0,0.591,0.40900000000000003,0.0,0.0,0.0,-0.1
0,3.7000272274017334,0.0,0.0,0.0,0.0,0.0,0.0,0.0008589240660632491
2,3.76766037940979,1.0,0.484,0.516,0.0,0.0,0.0,-0.1
3,3.7705025672912598,1.0,0.367,0.633,0.0,0.0,0.0,-0.1
0,3.8001656532287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0009493669578084507
1,3.860337972640991,1.0,0.5449999999999999,0.45500000000000007,0.0,0.0,0.0,-0.1
0,3.9002275466918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0010493035191316835
2,3.9671831130981445,1.0,1.181,-0.18100000000000005,0.0,0.0,0.0,0.9050000000000002
3,3.971987724304199,1.0,0.376,0.624,0.0,0.0,0.0,-0.1
0,4.0003437995910645,0.0,0.0,0.0,0.0,0.0,0.0,0.0011597331156458779
1,4.060770034790039,1.0,0.563,0.43700000000000006,0.0,0.0,0.0,-0.1
0,4.100080251693726,0.0,0.0,0.0,0.0,0.0,0.0,0.0012817600433168153
2,4.167095422744751,1.0,0.5169999999999999,0.4830000000000001,0.5211764705882352,0.0,0.5211764705882352,-0.1
3,4.171890497207642,1.0,0.353,0.647,0.0,0.5211764705882352,-0.5211764705882352,1.9767647058823523
0,4.200153827667236,0.0,0.0,0.0,0.0,0.0,0.0,0.0014166045714207876
1,4.260136604309082,1.0,0.601,0.399,0.0,0.0,0.0,-0.1
0,4.300186395645142,0.0,0.0,0.0,0.0,0.0,0.0,0.0015656151452394518
2,4.367191553115845,1.0,0.237,0.763,0.45529411764705885,0.0,0.45529411764705885,-0.1
3,4.3704023361206055,1.0,0.722,0.278,0.6520481927710844,0.45529411764705885,0.19675407512402554,-0.1
0,4.4001288414001465,0.0,0.0,0.0,0.0,0.0,0.0,0.001730281870509831
1,4.46082329750061,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.1
0,4.500200033187866,0.0,0.0,0.0,0.0,0.0,0.0,0.0019122514144855884
2,4.567363500595093,1.0,0.246,0.754,0.05552941176470588,0.0,0.05552941176470588,-0.1
3,4.5718560218811035,1.0,0.3949999999999999,0.6050000000000001,0.43614457831325304,0.05552941176470588,0.38061516654854716,-0.1
0,4.600226163864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0021133434726063882
1,4.660241365432739,1.0,0.6379999999999999,0.3620000000000001,0.0,0.0,0.0,-0.1
0,4.7002198696136475,0.0,0.0,0.0,0.0,0.0,0.0,0.00233556896545295
2,4.767090082168579,1.0,0.246,0.754,0.0,0.0,0.0,-0.1
3,4.772945404052734,1.0,0.32399999999999995,0.676,0.20289156626506025,0.0,0.20289156626506025,-0.1
0,4.800191164016724,0.0,0.0,0.0,0.0,0.0,0.0,0.0025811501479542365
1,4.860132455825806,1.0,0.5819999999999999,0.41800000000000015,0.0,0.0,0.0,-0.1
0,4.9001195430755615,0.0,0.0,0.0,0.0,0.0,0.0,0.0028525428319352564
2,4.96703577041626,1.0,0.2649999999999999,0.7350000000000001,0.0,0.0,0.0,-0.1
3,4.972275972366333,1.0,0.30699999999999994,0.6930000000000001,0.0,0.0,0.0,-0.1
0,5.000009775161743,0.0,0.0,0.0,0.0,0.0,0.0,0.003152460944235269
1,5.059863328933716,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.1
0,5.100004434585571,0.0,0.0,0.0,0.0,0.0,0.0,0.003483903665977728
2,5.1670215129852295,1.0,0.30699999999999994,0.6930000000000001,0.0,0.0,0.0,-0.1
3,5.172479867935181,1.0,0.2599999999999999,0.7400000000000001,0.0,0.0,0.0,-0.1
0,5.200157165527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0038501854243797595
1,5.2606706619262695,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.1
0,5.300225019454956,0.0,0.0,0.0,0.0,0.0,0.0,0.004254969037026157
2,5.366981506347656,1.0,0.2599999999999999,0.7400000000000001,0.0,0.0,0.0,-0.1
3,5.374552249908447,1.0,0.30699999999999994,0.6930000000000001,0.0,0.0,0.0,-0.1
0,5.400125503540039,0.0,0.0,0.0,0.0,0.0,0.0,0.004702302340042319
1,5.460097312927246,1.0,0.619,0.381,0.0,0.0,0.0,-0.1
0,5.500035762786865,0.0,0.0,0.0,0.0,0.0,0.0,0.005196658666458909
3,5.5719544887542725,1.0,0.251,0.749,0.0,0.0,0.0,-0.1
2,5.5671226978302,1.0,0.30699999999999994,0.6930000000000001,0.0,0.0,0.0,-0.1
0,5.600201606750488,0.0,0.0,0.0,0.0,0.0,0.0,0.0057429815795404515
1,5.6599884033203125,1.0,0.554,0.44599999999999995,0.0,0.0,0.0,-0.1
0,5.700230836868286,0.0,0.0,0.0,0.0,0.0,0.0,0.006346734308416924
2,5.767503499984741,1.0,0.2549999999999999,0.7450000000000001,0.0,0.0,0.0,-0.1
3,5.773472547531128,1.0,0.2689999999999999,0.7310000000000001,0.0,0.0,0.0,-0.1
0,5.80008864402771,0.0,0.0,0.0,0.0,0.0,0.0,0.007013954380377996
1,5.86075758934021,1.0,0.5719999999999998,0.42800000000000016,0.0,0.0,0.0,-0.1
